image_id,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
052359.jpg,69,113,109,110,94,135,73,153,101,149
052370.jpg,71,110,106,111,82,132,74,153,103,154
052373.jpg,70,110,107,111,95,133,75,153,103,153
052375.jpg,67,110,108,114,75,142,70,149,110,153
052396.jpg,70,111,107,110,85,132,71,153,105,152
052409.jpg,71,110,106,111,76,135,75,153,103,154
052417.jpg,70,110,107,112,102,135,73,152,105,154
052434.jpg,70,111,107,110,83,132,73,152,103,153
052469.jpg,68,112,109,112,89,139,70,150,108,151
052517.jpg,69,111,108,112,90,135,72,152,105,151
052537.jpg,67,112,110,112,89,140,64,149,113,151
052567.jpg,68,112,109,112,90,135,71,151,106,150
052568.jpg,69,111,108,112,85,137,70,150,108,153
052569.jpg,69,112,108,111,90,135,74,152,102,152
052600.jpg,68,112,109,112,88,137,68,151,108,151
052603.jpg,69,112,108,111,75,132,70,152,106,151
052663.jpg,68,111,108,113,91,140,68,151,111,151
052705.jpg,69,112,108,111,82,135,72,151,105,153
052719.jpg,72,111,106,109,76,131,75,155,101,153
052758.jpg,69,112,109,111,94,138,71,151,106,151
052777.jpg,69,112,108,112,85,135,68,150,108,153
052812.jpg,69,112,108,111,95,136,66,153,110,151
052816.jpg,71,109,105,112,81,138,74,153,105,155
052820.jpg,68,110,108,112,91,136,70,152,109,151
052863.jpg,68,111,109,113,86,134,71,151,107,150
052864.jpg,73,112,106,108,99,136,73,155,99,155
052873.jpg,69,111,108,112,88,137,72,152,105,152
052881.jpg,67,112,110,112,82,137,68,149,109,152
052920.jpg,70,110,107,111,88,134,74,153,104,152
052922.jpg,71,112,107,109,97,136,71,155,103,152
052923.jpg,68,112,109,111,82,141,68,150,109,152
052943.jpg,70,111,107,110,85,137,72,153,105,153
052965.jpg,69,111,107,112,91,130,70,152,108,152
052988.jpg,71,110,106,110,98,131,75,154,102,154
052994.jpg,69,112,109,111,94,138,68,151,108,151
052996.jpg,69,113,110,110,97,133,68,151,107,150
053041.jpg,69,112,109,111,91,136,70,152,106,151
053050.jpg,69,113,110,110,95,143,66,152,108,150
053057.jpg,69,112,109,111,81,129,73,150,103,152
053072.jpg,68,111,108,112,89,136,75,151,103,152
053088.jpg,70,111,107,111,93,132,73,153,104,152
053127.jpg,68,111,108,112,87,135,71,150,108,153
053132.jpg,66,113,111,113,88,134,65,148,112,150
053133.jpg,68,112,109,111,87,141,68,151,108,152
053157.jpg,71,111,107,111,93,133,72,153,104,153
053164.jpg,70,111,107,111,90,134,73,153,103,152
053168.jpg,70,111,108,111,88,136,73,154,103,151
053172.jpg,70,112,108,111,95,140,66,153,110,152
053201.jpg,68,110,107,113,95,127,76,151,103,153
053204.jpg,69,113,109,110,84,126,69,152,106,151
053244.jpg,70,111,107,111,86,135,74,152,104,153
053262.jpg,71,111,106,110,103,132,73,154,104,153
053291.jpg,67,113,110,112,89,135,66,150,110,150
053336.jpg,70,111,107,111,87,134,72,153,104,153
053354.jpg,68,112,109,112,86,138,69,150,107,151
053367.jpg,71,110,106,111,90,140,74,153,104,154
053385.jpg,71,111,106,110,83,127,75,154,100,154
053392.jpg,68,112,109,112,91,137,68,150,108,151
053395.jpg,67,112,110,112,87,133,66,150,110,150
053406.jpg,69,111,108,111,85,134,68,151,109,153
053441.jpg,72,111,106,109,104,137,71,156,104,152
053450.jpg,67,111,109,113,83,140,72,151,107,151
053454.jpg,68,112,109,111,89,136,71,151,105,151
053466.jpg,69,112,108,111,92,130,71,152,106,151
053516.jpg,68,111,108,113,83,133,71,151,107,152
053517.jpg,68,112,109,112,92,139,68,150,109,152
053571.jpg,72,111,106,109,98,131,70,154,105,154
053572.jpg,68,111,109,112,80,140,67,150,111,152
053587.jpg,69,112,108,111,91,133,75,152,101,152
053594.jpg,70,110,106,111,78,136,73,153,105,154
053598.jpg,71,112,107,110,78,128,72,154,103,152
053608.jpg,69,111,108,112,91,131,70,153,107,150
053625.jpg,68,113,110,111,93,137,63,151,112,150
053646.jpg,68,112,109,112,86,139,64,151,113,151
053667.jpg,70,111,107,111,91,133,74,153,103,152
053677.jpg,69,112,108,111,90,138,71,152,105,152
053687.jpg,71,112,107,109,78,130,72,154,102,152
053695.jpg,69,111,108,112,102,134,70,151,108,152
053710.jpg,70,109,105,112,98,126,77,153,103,154
053765.jpg,72,109,105,111,101,128,75,155,103,154
053836.jpg,70,111,107,111,89,128,73,153,104,154
053872.jpg,68,112,109,112,88,132,68,151,109,151
053873.jpg,70,112,108,111,80,132,68,153,109,152
053893.jpg,68,112,109,112,91,128,68,151,109,151
053898.jpg,67,113,110,112,88,142,69,149,108,151
053907.jpg,68,112,109,112,80,140,67,149,110,152
053911.jpg,70,112,108,110,99,135,71,152,104,153
053970.jpg,73,112,106,108,103,139,67,158,107,151
053978.jpg,73,110,105,109,85,127,73,155,104,155
053981.jpg,68,112,109,112,94,135,68,151,108,150
053997.jpg,70,112,108,110,79,133,71,154,104,151
054011.jpg,69,110,107,112,100,132,72,153,106,152
054019.jpg,70,109,106,112,80,136,72,154,107,153
054043.jpg,68,112,110,112,95,140,69,151,108,150
054053.jpg,69,110,107,112,85,134,74,152,104,153
054065.jpg,71,109,105,112,73,133,70,153,109,155
054078.jpg,71,111,106,110,81,130,71,155,106,152
054085.jpg,71,111,107,110,77,133,70,154,106,152
054121.jpg,69,113,109,111,88,127,74,151,101,151
054123.jpg,68,112,109,112,89,136,70,151,107,151
054180.jpg,69,112,108,111,88,131,76,152,100,152
054185.jpg,67,113,111,112,88,142,64,150,111,149
054201.jpg,69,114,110,109,94,141,67,154,106,149
054211.jpg,69,113,109,111,97,139,66,152,109,150
054216.jpg,71,110,106,111,96,137,75,155,102,153
054230.jpg,70,111,107,111,90,140,74,152,103,153
054271.jpg,68,112,109,112,90,135,71,150,106,153
054284.jpg,69,111,107,112,95,128,73,151,105,153
054374.jpg,69,111,108,111,89,133,72,153,105,152
054402.jpg,71,110,106,111,97,132,72,154,105,153
054408.jpg,70,111,107,111,86,132,73,153,104,152
054433.jpg,71,111,107,110,95,136,75,154,100,153
054452.jpg,67,112,110,113,89,145,69,149,109,151
054454.jpg,70,111,107,111,86,136,72,153,105,153
054537.jpg,72,110,105,110,99,132,75,154,101,155
054543.jpg,72,111,106,109,78,131,74,155,100,154
054565.jpg,68,113,110,112,90,133,69,151,107,150
054604.jpg,70,110,106,111,82,139,73,152,105,154
054610.jpg,72,108,104,111,102,131,79,154,101,156
054615.jpg,69,112,109,111,92,137,72,152,105,151
054670.jpg,67,112,110,112,89,143,65,149,112,150
054694.jpg,69,111,108,112,88,139,68,151,109,152
054703.jpg,71,111,106,110,87,132,75,154,102,154
054727.jpg,70,112,108,110,95,135,68,152,106,152
054754.jpg,68,111,108,112,84,131,66,150,111,153
054763.jpg,67,113,111,112,96,139,69,152,107,148
054794.jpg,70,111,107,111,79,139,72,153,105,153
054807.jpg,68,112,110,112,92,137,67,152,109,150
054809.jpg,68,112,109,112,89,140,69,151,108,150
054818.jpg,71,111,107,110,93,141,72,154,104,152
054834.jpg,70,112,108,110,105,136,67,155,108,150
054841.jpg,76,107,100,109,71,136,79,157,100,160
054856.jpg,74,109,103,109,71,133,80,155,97,158
054867.jpg,70,111,107,111,89,134,70,152,106,153
054881.jpg,67,113,110,112,89,142,66,151,110,150
054889.jpg,71,110,106,111,86,135,71,155,106,153
054927.jpg,70,111,107,111,79,135,74,152,102,153
054933.jpg,68,112,109,112,89,139,70,152,107,150
054938.jpg,68,111,108,112,90,121,74,151,104,152
054958.jpg,72,111,106,109,104,137,69,154,107,154
054966.jpg,70,111,107,111,87,137,74,153,104,152
054971.jpg,70,112,107,110,91,134,70,152,106,153
055010.jpg,70,111,107,111,88,135,72,153,105,153
055065.jpg,68,111,108,112,85,145,70,150,108,152
055070.jpg,71,112,107,109,97,137,71,154,104,153
055117.jpg,72,109,104,110,77,137,76,154,102,156
055150.jpg,69,112,108,111,89,133,72,152,104,152
055169.jpg,69,111,108,111,85,126,69,152,108,151
055172.jpg,69,112,109,111,92,139,70,153,107,149
055175.jpg,72,110,105,110,97,132,76,154,101,154
055209.jpg,69,112,108,111,79,141,69,151,107,152
055214.jpg,71,110,106,111,94,124,74,153,104,154
055220.jpg,70,111,107,111,94,132,76,153,102,152
055222.jpg,70,112,108,111,92,135,69,152,107,152
055247.jpg,71,112,107,110,79,132,74,153,101,153
055309.jpg,68,111,108,112,85,136,70,152,109,150
055311.jpg,70,111,107,111,88,136,72,152,105,153
055323.jpg,68,111,108,112,89,130,72,152,105,151
055453.jpg,70,111,107,111,91,138,72,153,106,152
055481.jpg,67,112,110,112,86,144,64,149,113,151
055494.jpg,72,110,105,110,98,131,76,154,101,155
055510.jpg,68,111,109,112,91,139,71,151,106,151
055515.jpg,70,112,108,111,87,137,74,152,102,152
055538.jpg,67,113,110,112,97,138,67,150,108,150
055560.jpg,70,111,107,111,95,131,73,153,104,153
055578.jpg,69,112,109,111,87,134,65,151,110,151
055603.jpg,67,111,109,112,86,131,69,150,108,151
055611.jpg,76,108,101,108,72,135,77,155,100,162
055614.jpg,69,111,108,112,81,136,66,151,111,153
055645.jpg,69,111,107,111,94,136,72,153,105,152
055670.jpg,69,111,108,112,84,139,69,151,108,153
055675.jpg,69,112,108,111,95,135,70,152,106,152
055691.jpg,70,114,109,109,99,142,65,155,108,148
055695.jpg,70,110,107,111,79,138,73,152,104,154
055698.jpg,69,111,107,112,84,134,74,152,104,152
055707.jpg,68,111,109,112,88,144,68,152,110,150
055711.jpg,67,112,109,112,90,129,72,150,106,151
055737.jpg,69,112,108,111,91,135,67,152,109,151
055767.jpg,69,111,108,111,93,131,71,152,107,152
055774.jpg,68,112,109,112,93,135,69,152,108,150
055811.jpg,69,112,109,111,87,141,71,150,105,153
055833.jpg,69,112,108,111,89,136,70,152,107,151
055843.jpg,69,111,108,111,88,129,72,152,105,151
055845.jpg,68,110,108,113,80,134,72,151,108,152
055886.jpg,70,109,105,112,70,135,71,152,109,156
055889.jpg,72,111,106,109,100,135,74,155,101,153
055890.jpg,71,110,106,111,103,131,71,154,106,154
055897.jpg,69,112,108,111,89,134,67,152,109,152
055899.jpg,68,111,108,112,90,136,72,151,106,151
055902.jpg,67,111,109,113,87,141,70,150,108,151
055914.jpg,71,111,106,110,88,130,72,153,104,155
055925.jpg,70,111,107,111,77,133,70,153,107,152
055957.jpg,68,113,110,111,95,142,66,152,109,149
055969.jpg,67,113,111,112,86,135,65,150,110,150
055975.jpg,69,111,108,111,89,132,72,153,105,152
055977.jpg,69,112,108,112,90,133,69,151,108,151
056018.jpg,70,112,108,110,89,131,71,152,104,152
056021.jpg,67,112,110,112,90,140,67,150,110,150
056026.jpg,68,112,109,112,86,140,72,151,104,152
056056.jpg,69,112,108,111,91,137,69,150,107,153
056058.jpg,68,111,108,112,86,138,73,151,105,152
056073.jpg,67,112,110,113,86,141,69,150,110,150
056078.jpg,68,113,110,111,94,134,66,151,109,150
056095.jpg,67,112,110,112,77,139,67,149,111,152
056113.jpg,71,110,106,111,80,138,72,153,106,154
056126.jpg,69,110,107,112,90,132,72,153,106,152
056132.jpg,70,110,107,111,93,138,75,153,102,153
056196.jpg,70,112,107,110,91,136,73,154,102,152
056208.jpg,69,112,108,111,87,137,73,152,104,152
056261.jpg,69,112,108,111,91,137,70,152,106,151
056278.jpg,71,111,107,110,94,141,70,153,106,154
056317.jpg,72,109,104,110,99,128,75,155,102,154
056341.jpg,68,112,109,111,90,134,70,151,106,152
056383.jpg,70,111,107,110,88,137,71,152,105,153
056398.jpg,72,110,105,110,82,133,75,153,101,155
056406.jpg,68,111,109,113,84,137,70,151,109,151
056437.jpg,70,111,107,111,78,136,69,154,109,152
056466.jpg,70,111,107,111,92,134,73,153,103,153
056535.jpg,71,111,107,111,79,131,75,153,101,153
056601.jpg,69,109,106,113,74,137,73,151,108,154
056617.jpg,69,112,109,111,97,140,68,152,108,150
056618.jpg,67,112,110,112,95,137,72,150,105,150
056639.jpg,69,111,108,111,85,131,74,151,103,152
056705.jpg,71,112,108,109,95,138,71,155,103,151
056708.jpg,70,111,107,111,92,129,73,153,104,154
056713.jpg,68,111,108,113,77,139,69,150,110,152
056727.jpg,69,110,107,112,81,137,72,154,107,151
056770.jpg,67,112,109,113,87,141,71,150,107,151
056779.jpg,70,111,107,111,97,137,73,153,103,152
056826.jpg,68,112,110,112,91,138,68,150,108,151
056829.jpg,72,110,105,109,99,135,74,155,102,155
056841.jpg,68,112,109,112,91,134,66,151,111,151
056854.jpg,68,111,109,112,90,133,68,152,110,151
056881.jpg,70,111,107,111,86,133,74,153,102,152
056885.jpg,73,111,105,109,93,137,71,156,103,154
056919.jpg,70,112,107,110,83,136,68,152,108,153
056937.jpg,72,110,106,110,97,131,73,154,103,154
056960.jpg,67,112,110,112,88,137,63,150,114,150
056975.jpg,68,111,108,112,85,138,70,151,108,152
056987.jpg,68,112,109,112,92,135,69,151,107,150
056997.jpg,70,113,109,109,100,134,66,154,108,150
057000.jpg,70,111,107,111,90,135,72,154,104,151
057019.jpg,68,112,109,112,82,124,73,151,103,151
057020.jpg,69,112,108,111,94,132,74,153,103,152
057021.jpg,68,112,109,112,90,134,73,151,104,151
057022.jpg,68,112,109,112,88,137,67,151,109,150
057026.jpg,71,110,105,111,103,131,75,154,103,154
057049.jpg,70,110,106,111,96,134,73,153,105,153
057067.jpg,69,113,109,110,88,135,74,152,100,152
057071.jpg,68,110,108,112,90,135,74,152,105,152
057085.jpg,73,110,105,109,73,124,68,155,107,154
057096.jpg,69,112,108,111,83,137,73,152,103,152
057115.jpg,69,112,108,111,78,140,70,150,106,153
057145.jpg,69,111,108,112,87,135,72,152,105,152
057174.jpg,71,110,106,111,85,140,75,154,102,153
057195.jpg,75,111,104,107,72,133,77,156,97,156
057206.jpg,68,111,108,112,82,140,71,151,107,152
057213.jpg,68,112,109,112,89,130,67,151,110,150
057235.jpg,69,111,108,112,87,137,73,152,104,152
057258.jpg,68,112,110,112,92,133,70,152,106,150
057270.jpg,69,111,108,111,90,137,71,152,106,152
057286.jpg,67,114,111,111,92,142,65,150,109,149
057314.jpg,72,111,106,109,100,136,71,155,103,154
057318.jpg,70,112,108,110,89,135,70,153,106,152
057331.jpg,69,111,108,112,85,137,72,151,106,152
057361.jpg,71,112,107,110,87,129,75,153,101,153
057367.jpg,69,110,107,112,88,134,74,153,105,152
057375.jpg,67,112,110,112,88,138,68,149,109,151
057385.jpg,68,112,109,112,89,138,71,151,105,150
057393.jpg,72,111,106,110,81,128,71,155,104,153
057402.jpg,66,111,110,114,85,139,69,147,110,152
057413.jpg,70,111,107,111,86,133,73,152,104,154
057434.jpg,70,110,106,111,89,136,74,153,104,154
057480.jpg,69,110,107,112,86,137,75,151,104,154
057481.jpg,72,108,104,111,107,127,77,154,103,156
057495.jpg,67,112,110,112,88,141,66,149,112,151
057520.jpg,67,112,110,112,90,133,71,150,106,151
057522.jpg,70,111,107,111,83,132,73,152,104,153
057529.jpg,72,113,107,108,106,135,66,158,106,149
057543.jpg,67,113,111,112,90,149,65,151,111,148
057557.jpg,67,113,111,112,88,134,68,149,109,151
057569.jpg,68,112,109,112,86,140,72,151,105,150
057614.jpg,69,111,108,111,89,133,69,151,107,152
057632.jpg,70,112,108,110,86,131,70,154,105,151
057717.jpg,68,112,109,111,90,133,64,152,112,151
057724.jpg,70,111,107,110,94,135,72,152,104,154
057733.jpg,68,111,109,112,90,136,69,152,108,151
057772.jpg,69,112,109,111,86,140,71,153,105,150
057778.jpg,72,110,105,111,78,129,78,153,99,156
057794.jpg,67,112,110,112,85,136,68,150,109,151
057809.jpg,66,111,110,113,81,137,66,149,113,151
057811.jpg,69,111,108,111,86,141,74,152,103,152
057832.jpg,70,111,107,111,90,140,76,154,101,152
057862.jpg,68,113,110,110,97,137,68,153,106,149
057880.jpg,69,109,106,113,79,136,75,152,106,154
057881.jpg,72,112,107,109,79,134,72,154,102,154
057894.jpg,70,112,108,111,91,135,74,152,102,153
057962.jpg,71,111,106,111,84,133,75,153,102,154
058028.jpg,68,112,109,112,87,140,69,149,108,153
058068.jpg,69,112,108,111,84,127,72,152,104,152
058093.jpg,67,112,110,113,87,139,68,149,110,151
058100.jpg,68,112,110,111,88,136,70,151,106,151
058115.jpg,72,109,104,110,70,133,74,154,104,156
058176.jpg,71,110,106,110,103,135,72,154,104,154
058196.jpg,69,111,108,111,89,139,70,152,107,151
058200.jpg,69,111,108,111,85,137,72,151,105,152
058218.jpg,69,111,107,111,89,134,72,151,106,154
058234.jpg,70,111,107,111,96,132,72,153,105,152
058235.jpg,69,111,108,111,89,138,71,153,106,150
058242.jpg,67,112,110,112,88,139,70,150,107,150
058247.jpg,69,114,110,110,79,119,71,153,102,148
058264.jpg,69,111,108,111,95,135,69,151,107,152
058268.jpg,71,110,105,110,88,135,74,154,103,154
058319.jpg,70,111,107,111,81,125,72,153,105,153
058321.jpg,68,112,109,111,98,138,66,152,110,150
058324.jpg,70,110,107,111,86,132,72,154,105,152
058330.jpg,71,111,106,111,96,134,72,154,105,153
058353.jpg,67,111,109,113,77,136,65,148,113,153
058369.jpg,71,111,106,110,102,129,74,152,103,155
058392.jpg,73,110,104,110,108,139,72,158,105,153
058396.jpg,66,112,111,113,86,145,68,148,109,150
058419.jpg,69,111,108,111,93,137,72,152,104,152
058453.jpg,69,111,108,112,88,135,75,152,103,152
058455.jpg,69,112,109,111,85,133,69,150,107,153
058456.jpg,70,111,107,111,87,133,74,154,103,152
058463.jpg,70,112,108,110,101,141,70,154,104,151
058470.jpg,68,110,107,113,74,139,72,149,107,154
058511.jpg,70,112,107,110,89,128,72,153,104,152
058575.jpg,71,110,105,110,86,135,74,156,103,152
058588.jpg,70,112,108,110,85,137,71,152,105,152
058619.jpg,69,112,109,111,88,138,68,151,107,151
058621.jpg,67,112,110,112,87,132,68,150,109,150
058624.jpg,68,112,109,111,96,138,67,152,109,150
058644.jpg,73,111,105,108,98,136,75,157,100,153
058670.jpg,70,110,107,112,84,137,72,152,106,154
058671.jpg,70,111,107,111,77,137,69,153,108,153
058687.jpg,70,110,106,111,78,137,73,153,104,153
058693.jpg,70,111,107,111,86,135,71,153,106,152
058705.jpg,70,111,107,110,82,134,76,152,100,154
058710.jpg,66,111,110,113,84,137,65,149,114,151
058753.jpg,69,111,108,111,86,130,74,152,103,152
058772.jpg,67,112,109,113,88,140,65,150,113,151
058777.jpg,69,111,108,111,84,139,70,151,107,154
058814.jpg,68,112,109,112,83,134,72,151,105,151
058838.jpg,69,111,108,111,89,141,72,152,105,152
058842.jpg,72,110,105,110,95,135,75,154,101,155
058844.jpg,69,111,107,112,81,136,74,152,104,152
058860.jpg,67,111,109,113,91,139,70,151,108,150
058882.jpg,70,107,104,113,80,135,74,153,108,155
058885.jpg,68,113,109,111,98,133,66,153,109,149
058934.jpg,68,111,109,112,84,140,70,150,108,152
058947.jpg,69,111,108,111,89,133,71,152,106,152
058961.jpg,68,112,109,112,90,139,70,151,107,151
058982.jpg,69,111,108,112,89,132,74,152,103,151
059018.jpg,69,111,108,111,99,127,72,152,105,153
059027.jpg,68,112,109,111,91,133,73,152,103,151
059042.jpg,73,114,108,106,74,122,71,154,99,153
059094.jpg,72,108,103,111,101,128,77,154,103,156
059102.jpg,70,112,108,111,90,141,71,152,105,153
059128.jpg,69,111,108,112,89,137,72,152,105,152
059155.jpg,70,110,107,111,90,131,74,152,104,153
059156.jpg,69,112,109,111,96,139,70,153,106,150
059157.jpg,70,111,107,111,92,134,74,153,103,153
059175.jpg,71,111,107,110,77,131,73,153,103,154
059188.jpg,65,111,110,114,83,139,65,148,114,150
059191.jpg,68,112,109,111,86,139,70,152,106,150
059203.jpg,69,112,109,111,90,138,71,152,105,151
059228.jpg,70,109,105,112,96,127,75,153,106,155
059253.jpg,70,111,108,111,90,137,73,152,104,153
059271.jpg,70,110,107,111,87,131,76,153,102,153
059277.jpg,68,111,109,112,86,138,71,149,106,152
059319.jpg,70,112,108,111,88,135,72,151,104,153
059330.jpg,68,112,109,111,90,133,70,151,106,151
059333.jpg,68,111,108,112,86,135,74,151,104,152
059363.jpg,69,111,108,111,88,129,71,153,106,151
059367.jpg,67,112,110,112,87,134,66,150,111,150
059376.jpg,70,111,107,111,88,133,73,152,104,153
059407.jpg,70,110,106,112,92,136,75,152,103,154
059410.jpg,69,111,108,111,84,134,74,152,103,152
059426.jpg,68,112,109,112,90,135,70,151,107,150
059456.jpg,71,112,107,109,78,130,71,154,104,152
059460.jpg,68,112,109,111,90,130,71,151,105,151
059476.jpg,69,111,108,111,87,130,71,151,106,153
059500.jpg,69,112,108,111,94,137,68,152,108,151
059502.jpg,70,109,105,112,103,129,74,153,106,154
059511.jpg,67,113,111,112,88,131,73,149,103,150
059608.jpg,69,111,108,112,88,136,70,152,107,152
059626.jpg,69,111,108,112,88,138,72,152,106,152
059678.jpg,68,112,109,112,95,138,69,152,107,150
059679.jpg,69,112,108,111,86,130,69,152,108,152
059700.jpg,68,112,109,112,100,130,69,152,108,150
059708.jpg,68,112,109,112,81,136,72,151,106,151
059734.jpg,69,112,108,112,86,136,72,152,105,151
059746.jpg,70,111,107,111,88,138,76,153,102,153
059751.jpg,74,109,103,109,74,129,77,159,99,155
059779.jpg,70,112,108,110,89,137,70,152,105,152
059780.jpg,76,107,100,109,71,135,83,159,96,159
059822.jpg,69,111,108,111,89,131,74,153,103,151
059867.jpg,68,112,110,112,97,138,71,151,106,150
059929.jpg,68,112,110,112,88,136,69,151,108,150
059987.jpg,68,112,109,112,95,136,68,152,109,150
059996.jpg,69,111,107,112,86,138,74,152,104,152
059998.jpg,70,111,107,111,92,127,73,152,104,153
060016.jpg,72,110,105,110,82,133,76,155,100,154
060017.jpg,69,111,108,112,84,139,72,152,107,152
060060.jpg,69,110,107,112,73,137,74,150,105,155
060068.jpg,69,111,108,111,88,132,78,152,99,152
060091.jpg,70,111,107,111,98,137,73,153,104,152
060139.jpg,69,112,108,111,88,129,73,151,103,152
060141.jpg,67,112,110,112,94,140,67,150,110,150
060175.jpg,69,111,108,112,84,138,69,151,109,153
060177.jpg,69,112,108,111,90,140,71,152,105,152
060185.jpg,69,111,107,111,83,139,69,152,109,153
060237.jpg,73,108,102,111,102,134,78,157,102,156
060242.jpg,71,112,107,109,85,131,72,154,103,153
060268.jpg,70,110,107,111,84,137,77,153,101,153
060278.jpg,70,111,107,111,84,137,72,153,105,152
060289.jpg,69,112,108,111,85,135,71,151,105,152
060307.jpg,67,112,110,112,88,138,66,150,110,151
060328.jpg,69,112,109,111,95,137,70,152,106,151
060351.jpg,71,110,106,111,90,133,74,153,103,154
060389.jpg,69,111,108,112,90,133,72,151,106,152
060420.jpg,71,110,106,111,97,132,77,153,100,154
060447.jpg,68,111,109,112,84,139,70,151,108,151
060572.jpg,68,112,109,112,91,138,66,151,111,150
060573.jpg,71,109,105,111,76,135,75,153,103,155
060589.jpg,70,111,107,111,91,136,73,151,104,154
060590.jpg,69,112,109,111,87,127,69,152,106,151
060667.jpg,70,113,109,110,95,141,67,154,108,150
060686.jpg,69,111,108,112,87,131,71,151,106,153
060696.jpg,69,111,108,112,84,135,69,152,108,152
060698.jpg,70,111,107,111,99,132,72,152,106,154
060776.jpg,70,111,107,111,83,134,74,151,102,154
060777.jpg,73,111,105,108,76,134,73,155,102,155
060790.jpg,66,112,110,113,87,140,67,149,110,150
060806.jpg,69,112,108,111,91,137,67,151,109,152
060902.jpg,69,111,108,112,88,137,73,152,104,151
060907.jpg,68,111,108,112,91,134,65,151,112,152
060974.jpg,68,112,109,112,91,138,68,151,109,150
060993.jpg,69,111,108,112,76,133,70,153,108,151
061002.jpg,70,111,107,111,99,137,71,153,105,152
061024.jpg,71,111,106,111,88,141,73,154,104,153
061035.jpg,70,109,105,112,77,136,73,154,106,154
061036.jpg,68,111,109,112,89,138,72,152,106,150
061047.jpg,68,112,109,111,92,135,67,151,109,151
061111.jpg,68,112,109,112,91,136,70,152,107,150
061114.jpg,69,111,108,112,91,136,72,151,105,152
061116.jpg,81,105,96,107,109,142,85,163,93,163
061132.jpg,69,111,107,112,91,134,72,152,106,153
061142.jpg,70,111,107,111,98,128,69,153,108,152
061176.jpg,69,112,109,111,97,134,71,151,104,152
061185.jpg,68,112,109,112,90,136,74,151,102,151
061190.jpg,69,111,108,111,95,133,71,152,106,151
061201.jpg,70,110,107,111,87,135,75,152,103,153
061202.jpg,68,110,108,113,84,143,70,150,109,153
061212.jpg,71,110,106,111,76,134,74,153,103,154
061275.jpg,70,111,107,111,83,132,72,152,104,153
061277.jpg,69,111,108,111,84,133,70,152,106,152
061283.jpg,70,112,108,110,82,132,74,151,101,154
061285.jpg,71,111,107,110,94,139,71,153,105,154
061292.jpg,69,111,107,112,87,137,71,152,107,152
061327.jpg,67,112,110,112,89,141,65,150,112,150
061356.jpg,77,110,102,107,104,130,75,161,99,156
061361.jpg,70,110,106,111,94,130,73,153,105,153
061375.jpg,69,112,108,111,86,135,75,151,100,152
061386.jpg,69,112,109,111,95,134,68,152,108,151
061411.jpg,71,111,107,111,84,131,76,153,101,153
061412.jpg,68,119,114,108,97,141,64,150,103,147
061415.jpg,68,111,109,112,87,143,69,151,109,151
061430.jpg,68,111,109,112,88,136,68,152,109,151
061446.jpg,70,112,108,110,83,129,73,154,102,151
061449.jpg,70,110,106,111,92,133,75,153,103,153
061452.jpg,68,112,109,112,86,140,68,151,109,151
061462.jpg,68,112,109,111,89,139,68,152,109,151
061464.jpg,70,112,108,111,88,128,73,152,103,152
061471.jpg,69,111,108,112,86,135,70,151,107,152
061493.jpg,69,111,108,111,79,135,69,151,108,153
061501.jpg,69,110,107,112,93,137,74,153,104,152
061502.jpg,70,112,108,110,90,133,73,152,103,153
061505.jpg,68,111,108,112,91,135,70,152,108,151
061506.jpg,72,112,106,108,72,127,74,155,99,153
061510.jpg,70,111,108,111,87,138,68,152,109,152
061517.jpg,67,110,108,114,82,141,67,150,113,152
061520.jpg,69,112,108,111,98,135,71,153,105,150
061528.jpg,71,111,107,110,98,135,73,155,103,151
061543.jpg,69,112,108,111,90,133,68,152,109,151
061553.jpg,68,110,108,113,78,133,67,148,112,154
061560.jpg,68,111,108,112,89,132,70,151,108,151
061591.jpg,70,111,107,111,92,131,74,152,103,153
061607.jpg,68,112,109,111,87,136,68,151,108,151
061624.jpg,71,112,107,110,71,131,67,152,109,154
061626.jpg,69,112,108,111,101,135,73,152,104,153
061641.jpg,68,111,109,112,85,139,66,150,111,152
061659.jpg,71,111,106,110,97,136,74,153,103,154
061687.jpg,70,111,108,111,81,134,72,153,104,152
061706.jpg,69,112,108,111,88,123,74,152,102,152
061725.jpg,69,111,108,112,86,138,72,152,105,151
061726.jpg,68,112,109,111,88,132,66,152,110,150
061747.jpg,71,109,105,111,74,139,72,152,107,157
061771.jpg,70,111,107,111,91,134,74,152,103,153
061790.jpg,68,111,108,112,90,131,73,150,104,153
061796.jpg,70,111,107,111,90,136,73,153,104,152
061800.jpg,70,111,107,111,96,136,72,154,105,152
061820.jpg,71,111,107,110,77,129,71,154,104,153
061857.jpg,68,112,109,112,88,140,71,151,105,150
061876.jpg,69,111,108,112,85,137,70,153,107,151
061898.jpg,68,111,109,112,86,132,67,151,110,151
061949.jpg,69,110,107,112,91,132,69,152,110,152
061972.jpg,72,111,106,110,76,135,76,153,100,155
062002.jpg,69,112,108,111,85,137,68,152,108,151
062037.jpg,68,112,109,111,93,138,67,151,109,151
062065.jpg,69,110,107,112,76,138,75,152,103,153
062100.jpg,69,112,108,111,89,140,69,152,107,151
062109.jpg,71,110,106,110,90,135,71,154,106,154
062113.jpg,70,110,107,111,95,136,75,152,102,153
